customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders_x,avg_order_value_x,last_order_date,first_order_date,frequency,monetary,total_orders_y,recency_days,delivered_orders,delivery_ratio,avg_order_value_y,customer_lifespan_days,orders_per_month,avg_order_value,avg_rating,count_feedback,negative_feedback_count,positive_feedback_count,avg_sentiment,last_feedback_date,had_negative_feedback,segment_label,segment_name
97475543,Niharika Nagi,ektataneja@example.org,912987579691,"23, Nayar Path, Bihar Sharif-154625",Udupi,321865,2023-05-13,Premium,13,451.92,2024-07-12 09:59:18,2023-06-05 04:44:35,4.0,12315.91,4.0,116.0,4.0,1.0,3078.9775,403.0,0.2977667493574863,0,3.0,4.0,2.0,1.0,-0.25,2024-07-12,1,2,High-Value
22077605,Megha Sachar,vedant45@example.com,915123179717,"51/302, Buch Chowk
Srinagar-570271",Aligarh,149394,2024-06-18,Inactive,4,825.48,2024-03-07 08:59:56,2023-04-27 07:44:43,2.0,2648.55,2.0,243.0,2.0,1.0,1324.275,315.0,0.1904761904580499,0,3.5,2.0,1.0,0.0,-0.5,2024-03-07,1,3,Low-Value
47822591,Hema Bahri,samiazaan@example.com,910034076149,"941
Anne Street, Darbhanga 186125",Begusarai,621411,2024-09-25,Regular,17,1969.81,2023-04-30 19:35:17,2023-04-30 19:35:17,1.0,3090.86,1.0,555.0,1.0,1.0,3090.86,0.0,999999999.9999999,0,3.0,1.0,1.0,0.0,-1.0,2023-04-30,1,3,Low-Value
79726146,Zaitra Vig,ishanvi87@example.org,916264232390,"43/94, Ghosh, Alappuzha 635655",Kozhikode,826054,2023-10-04,New,4,220.09,2023-09-19 00:26:15,2023-09-19 00:26:15,1.0,3415.39,1.0,413.0,1.0,1.0,3415.39,0.0,999999999.9999999,0,4.0,1.0,0.0,1.0,1.0,2023-09-19,0,3,Low-Value
57102800,Januja Verma,atideshpande@example.org,917293526596,"06
Om, Ambarnath 477463",Ichalkaranji,730539,2024-03-22,Inactive,14,578.14,2024-08-03 07:23:35,2023-07-15 08:14:21,3.0,3594.1499999999996,3.0,94.0,3.0,1.0,1198.05,384.0,0.23437499998168945,0,4.333333333333333,3.0,0.0,2.0,0.6666666666666666,2024-08-03,0,0,Mid-Value
54748429,Darsh More,ynayar@example.org,912582120513,"26/961
Salvi Circle, Durg 406361",Visakhapatnam,883122,2024-04-22,New,2,669.35,2024-09-14 10:42:22,2023-11-02 19:30:52,2.0,7270.75,2.0,52.0,2.0,1.0,3635.375,316.0,0.18987341770349303,0,2.0,2.0,1.0,0.0,-0.5,2024-09-14,1,0,Mid-Value
49152878,Patrick Sandhu,zehaanmahajan@example.org,912413014420,"304
Tara Road, Gandhinagar-559930",Gwalior,649817,2024-09-13,Premium,4,973.62,2024-07-16 01:14:38,2023-09-08 18:10:12,4.0,7062.54,4.0,112.0,4.0,1.0,1765.635,311.0,0.38585208999493387,0,1.75,4.0,3.0,0.0,-0.75,2024-07-16,1,0,Mid-Value
16379942,Harshil Kuruvilla,pathakanirudh@example.org,913807361990,"37/62, Basu Chowk
Sikar 515907",Orai,332997,2024-04-10,Inactive,15,1370.56,2024-04-22 07:45:06,2023-06-17 01:53:29,4.0,5727.700000000001,4.0,197.0,4.0,1.0,1431.9250000000002,310.0,0.3870967741560874,0,3.5,4.0,0.0,1.0,0.25,2024-04-22,0,0,Mid-Value
11071601,Ojas Ahuja,sneha11@example.com,912865080618,"H.No. 99
Kade Road
Ramgarh 695009",Buxar,528426,2023-07-04,Inactive,17,1950.54,2024-07-16 13:16:12,2023-12-03 11:14:33,2.0,4320.68,2.0,112.0,2.0,1.0,2160.34,226.0,0.2654867256284752,0,3.5,2.0,0.0,0.0,0.0,2024-07-16,0,0,Mid-Value
68164013,Netra Chander,hwarrior@example.org,917645901970,"H.No. 94
Gupta Path, Hospet-831040",Malegaon,4515,2023-06-29,New,1,1061.82,,,0.0,0.0,,0.0,,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,0,1,At-Risk
80404839,Kashish Dora,pushti81@example.net,912463646408,"H.No. 24
Pant Street, Mathura 348430",Katni,642727,2023-04-13,Inactive,10,1537.35,,,0.0,0.0,,0.0,,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,0,1,At-Risk
27038630,Megha Thakkar,zinalsarna@example.com,916726295759,"H.No. 81
Sama Street, Danapur-137828",Fatehpur,393286,2023-04-27,Regular,11,1307.28,,,0.0,0.0,,0.0,,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,0,1,At-Risk
1655637,Turvi Radhakrishnan,mpandit@example.org,919130065165,"H.No. 404, Bhalla Chowk
Visakhapatnam 048875",Ichalkaranji,548633,2023-09-17,Regular,19,723.95,2023-10-31 21:33:55,2023-10-31 21:33:55,1.0,3517.14,1.0,370.0,1.0,1.0,3517.14,0.0,999999999.9999999,0,4.0,1.0,0.0,1.0,1.0,2023-10-31,0,3,Low-Value
75566105,Dipta Doctor,peterdhaliwal@example.org,912758132658,"586
Badami Zila, Madhyamgram-394655",Hyderabad,871594,2024-03-20,Regular,18,1432.53,2023-07-09 20:06:51,2023-03-29 15:39:40,2.0,2725.29,2.0,485.0,2.0,1.0,1362.645,102.0,0.5882352939446367,0,3.5,2.0,0.0,0.0,0.0,2023-07-09,0,3,Low-Value
23961725,Zayyan Buch,kalpithayre@example.net,913139982063,"71/67, Oommen Ganj, Purnia 250900",Bhiwandi,629210,2024-05-11,Regular,6,367.74,2023-12-13 09:25:07,2023-12-13 09:25:07,1.0,3804.98,1.0,328.0,1.0,1.0,3804.98,0.0,999999999.9999999,0,2.0,1.0,1.0,0.0,-1.0,2023-12-13,1,3,Low-Value
67749649,Oviya Mitra,aaravdugar@example.com,919890802849,"103, Mahajan Circle
Silchar 256345",Mira-Bhayandar,222577,2024-04-10,Inactive,11,281.16,2023-11-28 03:30:12,2023-11-28 03:30:12,1.0,3778.41,1.0,343.0,1.0,1.0,3778.41,0.0,999999999.9999999,0,1.0,1.0,1.0,0.0,-1.0,2023-11-28,1,3,Low-Value
61461253,Arin Setty,naidushivani@example.org,917060856166,"63/164, Kari Chowk
Moradabad 624164",Amravati,381991,2024-08-29,Inactive,4,789.5,,,0.0,0.0,,0.0,,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,0,1,At-Risk
30619659,Lohit Kalla,vincent81@example.com,914466575315,"58/882, Ramanathan
Nashik 371218",Kochi,400041,2024-09-18,Inactive,14,1992.42,,,0.0,0.0,,0.0,,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,0,1,At-Risk
50229203,Rushil Dhingra,htella@example.org,910837043539,"H.No. 99
Ravel Street
Avadi 655413",Tiruchirappalli,598757,2023-09-14,Regular,7,1731.87,2024-10-24 08:05:56,2024-08-23 09:02:45,2.0,2761.32,2.0,12.0,2.0,1.0,1380.66,61.0,0.9836065568933082,0,4.0,2.0,0.0,0.0,0.0,2024-10-24,0,3,Low-Value
13567338,Wahab Borah,bhattlakshit@example.com,912286009144,"H.No. 739, Dewan Marg
Jamshedpur 475311",Hubli–Dharwad,509163,2024-10-14,Premium,10,1054.12,2023-10-02 17:16:55,2023-10-02 17:16:55,1.0,916.92,1.0,400.0,1.0,1.0,916.92,0.0,999999999.9999999,0,3.0,1.0,0.0,0.0,0.0,2023-10-02,0,3,Low-Value
7591711,Triya Kakar,xshetty@example.net,913247466748,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550,2024-01-30,Regular,12,1494.0,2023-12-21 14:21:21,2023-04-30 06:03:14,4.0,7305.79,4.0,320.0,4.0,1.0,1826.4475,235.0,0.5106382978071525,0,2.5,4.0,3.0,0.0,-0.75,2023-12-21,1,0,Mid-Value
22102079,Vrinda Lalla,balakrishnanyutika@example.net,917567554265,"H.No. 73
Gupta Road, Barasat 506282",Alwar,595920,2024-06-21,Premium,10,615.86,,,0.0,0.0,,0.0,,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,0,1,At-Risk
48910430,Janani Prasad,abhirambabu@example.com,918550270063,"149
Pall Path, Aurangabad-876025",Bardhaman,125846,2024-09-04,Premium,3,1474.04,,,0.0,0.0,,0.0,,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,0,1,At-Risk
27604184,Tripti Nadig,tmaster@example.com,918533188202,"04/18
Maharaj Zila
Pudukkottai 529324",Nandyal,279361,2023-10-06,New,9,1108.86,2024-08-12 19:26:07,2023-04-06 03:45:57,5.0,11059.84,5.0,85.0,5.0,1.0,2211.968,494.0,0.3036437246779164,0,4.0,5.0,1.0,2.0,0.2,2024-08-12,1,2,High-Value
79672044,Jagdish Vora,hemangini55@example.com,915901330659,"92, Choudhury Ganj, Bhopal-000074",Hapur,964688,2023-12-17,New,8,1115.88,2024-07-24 02:59:03,2024-01-07 01:01:22,3.0,7650.41,3.0,104.0,3.0,1.0,2550.1366666666668,199.0,0.4522613064644832,0,3.0,3.0,1.0,0.0,-0.3333333333333333,2024-07-24,1,0,Mid-Value
13461704,Zayan Ratta,shivansh35@example.com,914996250775,"33/78
Joshi Path, Ludhiana-975587",Nanded,770516,2024-04-04,Premium,4,1024.45,2023-11-18 13:28:26,2023-11-18 13:28:26,1.0,2279.47,1.0,353.0,1.0,1.0,2279.47,0.0,999999999.9999999,0,4.0,1.0,0.0,0.0,0.0,2023-11-18,0,3,Low-Value
